Date,Product,Category,Quantity,SellingPrice,CostPrice,Region,Customer
2024-11-17,LED Desk Lamp,Home,31,1029.71,509.78,Central,Gupta Enterprises
2024-11-18,Premium Pen,Stationery,36,605.97,293.21,West,Sharma Traders
2024-11-19,Office Chair,Furniture,16,6638.12,4476.32,East,Sharma Traders
2024-11-19,LED Desk Lamp,Home,12,877.26,503.62,South,Agarwal Mart
2024-11-19,Wireless Mouse,Electronics,19,793.73,506.93,East,Reddy Distributors
2024-11-20,Standing Desk,Furniture,37,13357.37,9393.83,East,Nair Retail Hub
2024-11-21,Cookware Set,Home,28,3466.73,2355.25,East,Patel Mart
2024-11-21,Air Fryer,Home,52,5424.48,3516.36,East,Nair Retail Hub
2024-11-22,Cotton T-Shirt,Apparel,8,478.7,223.13,West,Nair Retail Hub
2024-11-23,Bookshelf,Furniture,30,3207.54,2211.81,East,Sharma Traders
2024-11-23,Standing Desk,Furniture,28,11655.79,9566.32,West,Kapoor Goods
2024-11-23,Bluetooth Speaker,Electronics,33,2264.49,1342.81,South,Agarwal Mart
2024-11-24,Air Fryer,Home,43,5243.67,3519.13,Central,Kapoor Goods
2024-11-24,Air Fryer,Home,38,5173.17,3393.95,West,Nair Commerce
2024-11-25,Notebook Set,Stationery,17,249.63,95.77,North,Nair Retail Hub
2024-11-25,Water Bottle,Home,17,338.63,141.33,West,Saxena Stores
2024-11-25,Cookware Set,Home,15,3926.34,2331.18,West,Nair Retail Hub
2024-11-26,Cotton T-Shirt,Apparel,22,483.93,225.99,Central,Reddy Distributors
2024-11-27,Standing Desk,Furniture,35,12777.51,9391.07,Central,Kapoor Goods
2024-11-27,Air Fryer,Home,57,5535.38,3420.56,East,Agarwal Mart
2024-11-28,Denim Jacket,Apparel,26,1724.64,937.13,East,Das & Sons
2024-11-29,Office Chair,Furniture,27,6561.77,4506.29,West,Rao Merchandise
2024-11-29,Notebook Set,Stationery,13,254.96,93.79,South,Khanna Outlets
2024-11-29,USB-C Hub,Electronics,15,1561.22,873.3,South,Bose Retailers
2024-11-30,Standing Desk,Furniture,23,13437.54,9526.98,Central,Joshi Wholesale
2024-11-30,Denim Jacket,Apparel,23,1640.76,941.92,North,Mehta Retail
2024-11-30,Running Shoes,Apparel,95,2627.28,1347.19,West,Malhotra Trading
2024-12-01,Cotton T-Shirt,Apparel,19,500.31,219.28,North,Nair Commerce
2024-12-01,Air Fryer,Home,68,5632.7,3511.67,North,Agarwal Mart
2024-12-02,Standing Desk,Furniture,29,13085.35,9390.01,North,Sharma Traders
2024-12-03,Cookware Set,Home,14,4044.65,2448.56,South,Kapoor Goods
2024-12-03,LED Desk Lamp,Home,38,1049,485.27,South,Rao Merchandise
2024-12-03,Running Shoes,Apparel,15,2438.28,1343.89,South,Das & Sons
2024-12-04,Water Bottle,Home,18,350.28,142.21,South,Joshi Wholesale
2024-12-05,Cotton T-Shirt,Apparel,13,522.09,230.44,West,Bose Retailers
2024-12-05,Running Shoes,Apparel,13,2359.26,1356.74,East,Iyer Supplies
2024-12-06,Bluetooth Speaker,Electronics,152,2284.48,1307.25,West,Iyer Supplies
2024-12-06,Denim Jacket,Apparel,88,1650.85,957.62,East,Reddy Distributors
2024-12-07,Bookshelf,Furniture,29,3622.94,2238.97,West,Mehta Retail
2024-12-07,Notebook Set,Stationery,100,217.54,94.56,West,Reddy Distributors
2024-12-07,Cookware Set,Home,33,4124.84,2408.78,North,Das & Sons
2024-12-08,Bluetooth Speaker,Electronics,53,2323.73,1281.94,East,Chopra Bazaar
2024-12-09,Bookshelf,Furniture,20,3371.32,2258.91,Central,Das & Sons
2024-12-09,Denim Jacket,Apparel,16,1768.06,948.53,North,Saxena Stores
2024-12-09,Denim Jacket,Apparel,22,1855.92,923.14,North,Verma Stores
2024-12-10,Water Bottle,Home,14,348.52,141.79,East,Das & Sons
2024-12-10,Premium Pen,Stationery,35,717.11,287.67,West,Bose Retailers
2024-12-10,Notebook Set,Stationery,20,213.12,94.86,Central,Bose Retailers
2024-12-11,Cotton T-Shirt,Apparel,10,486.5,231.01,North,Verma Stores
2024-12-11,Office Chair,Furniture,29,6221.76,4523.1,Central,Gupta Enterprises
2024-12-12,Wireless Mouse,Electronics,24,753.21,497.53,East,Agarwal Mart
2024-12-13,LED Desk Lamp,Home,29,1003.27,498.27,North,Malhotra Trading
2024-12-14,Water Bottle,Home,11,328.12,139.19,West,Malhotra Trading
2024-12-15,Water Bottle,Home,15,334.97,135.43,South,Rao Merchandise
